10/29/2022,19:26:11,22.80,76.10,0.000,0.000,
10/29/2022,19:26:13,22.80,76.20,0.000,0.000,
10/29/2022,19:26:15,22.80,76.30,0.000,0.000,
10/29/2022,19:26:17,22.80,76.40,0.000,0.000,
10/29/2022,19:26:18,22.80,76.40,0.000,0.000,
10/29/2022,19:26:20,22.80,76.40,0.000,0.000,
10/29/2022,19:26:22,22.80,76.40,0.000,0.000,
10/29/2022,19:26:24,22.80,76.50,0.000,0.000,
10/29/2022,19:26:26,22.80,76.50,0.000,0.000,
10/29/2022,19:26:28,22.80,76.50,0.000,0.000,
10/29/2022,19:26:30,22.70,76.50,0.000,0.000,
10/29/2022,19:26:32,22.80,76.60,0.000,0.000,
10/29/2022,19:26:34,22.70,76.50,0.000,0.000,
10/29/2022,19:26:36,22.80,76.60,0.000,0.000,
10/29/2022,19:26:38,22.80,76.60,0.000,0.000,
10/29/2022,19:26:40,22.80,76.60,0.000,0.000,
10/29/2022,19:26:42,22.80,76.60,0.000,0.000,
10/29/2022,19:26:44,22.80,76.60,0.000,0.000,
10/29/2022,19:26:46,22.80,76.60,0.000,0.000,
10/29/2022,19:26:48,22.70,76.60,0.000,0.000,
10/29/2022,19:26:50,22.80,76.60,0.000,0.000,
10/29/2022,19:26:52,22.80,76.60,0.000,0.000,
10/29/2022,19:26:54,22.80,76.60,0.000,0.000,
10/29/2022,19:26:56,22.80,76.60,0.000,0.000,
10/29/2022,19:26:58,22.80,76.50,0.000,0.000,
10/29/2022,19:27:00,22.80,76.50,0.000,0.000,
